,date,flyer,title,body,url
237,Lun 16.11.2020,Siguen reuniones virtuales.,Dio negativo el segundo test de coronavirus al jefe de la misión del FMI,,https://www.clarin.com/economia/dio-negativo-segundo-test-coronavirus-jefe-mision-fmi_0_DF9KcgwUA.html
238,Lun 16.11.2020,Maquinaria agrícola.,"En plena siembra de soja, los contratistas analizan ir a un paro si no se normaliza la obtención de permisos para circular",,https://www.clarin.com/rural/plena-siembra-soja-contratistas-analizan-ir-paro-normaliza-obtencion-permisos-circular_0_vO0lEGuOc.html
239,Lun 16.11.2020,Comunicado de la entidad.,"Impuesto a la Riqueza: para el Foro Empresario, es ""confiscatorio""",,https://www.clarin.com/economia/impuesto-riqueza-foro-empresario-confiscatorio-_0_CEyoQ4lF6.html
240,Lun 16.11.2020,Declinación natural de recursos naturales.,Otra multinacional achica sus negocios en el país: cierra Minera Aguilar tras 91 años de actividad,,https://www.clarin.com/economia/multinacional-achica-negocios-pais-cierra-minera-aguilar-91-anos-actividad_0_BZEVPa31U.html
241,Lun 16.11.2020,Fuera de la ley.,Impuestos: Axel Kicillof publicará una norma para regularizar la situación de 600 barrios cerrados en la Provincia,,https://www.clarin.com/economia/impuestos-axel-kicillof-publicara-norma-regularizar-situacion-600-barrios-cerrados-provincia_0_4r1UHV47q.html
242,Lun 16.11.2020,Clima financiero.,"Gracias al anuncio de Moderna, suben los mercados mundiales y las acciones argentinas avanzan hasta 8% en Wall Street",,https://www.clarin.com/economia/gracias-anuncio-moderna-suben-mercados-mundiales-acciones-argentinas-avanzan-7-wall-street_0_9f2zcu4YU.html
243,Lun 16.11.2020,Seminario de la Cámara Empresaria de Medio Ambiente.,"Cambiar la manera de hacer las cosas, el lema empresario para el desarrollo sustentable",,https://www.clarin.com/economia/cambiar-manera-hacer-cosas-lema-empresario-desarrollo-sustentable_0_1I0aBk3jw.html
244,Lun 16.11.2020,Opinión.,¿Cuánto vale un dólar?,,https://www.clarin.com/economia/-vale-dolar-_0_nrMwlBHN_.html
245,Lun 16.11.2020,Política tributaria.,Impuesto a la riqueza: cuáles son las claves del proyecto y sus principales críticas,,https://www.clarin.com/economia/riqueza-claves-impuesto-principales-criticas_0_MnRgEknsE.html
246,Lun 16.11.2020,Resolución oficial.,El Gobierno se mete con la yerba mate y regulará la presencia de palo y polvo,,https://www.clarin.com/economia/gobierno-mete-yerba-mate-regulara-presencia-palo-polvo_0_Ds1nYeGyl.html
247,Lun 16.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este lunes 16 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-lunes-16-noviembre_0_ToZOVT-MRI.html
248,Lun 16.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este lunes 16 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-lunes-16-noviembre_0_t3-uPkkDr3.html
249,Lun 16.11.2020,Informe.,"Crecen los despachos de cemento, un indicador que anticipa recuperación",,https://www.clarin.com/economia/crecen-despachos-cemento-indicador-anticipa-recuperacion_0_4FJ7b5r3Y.html
250,Lun 16.11.2020,Informe del Observatorio Pyme.,Sólo 30% de las pymes tienen a todo su personal en actividad,,https://www.clarin.com/economia/solo-30-pymes-personal-actividad_0_Etg0-ytzI.html
251,Dom 15.11.2020,Ya suman más de 10 provincias.,Chubut llegó a un acuerdo con los bonistas y es la segunda en reestructurar su deuda,,https://www.clarin.com/economia/chubut-llego-acuerdo-bonistas-segunda-reestructurar-deuda_0_01-EHZz4G.html
252,Dom 15.11.2020,Posición de senadores K.,Martín Guzmán estaba al tanto de la carta y buscó una salida diplomática,,https://www.clarin.com/economia/martin-guzman-carta-busco-salida-diplomatica_0_A7H9rX6-E.html
253,Dom 15.11.2020,Una salida a la crisis.,La pandemia potenció la venta directa: hay un 20% más de revendedores independientes,,https://www.clarin.com/economia/pandemia-potencio-venta-directa-20-revendedores-independientes_0_AhfB_AyZp.html
254,Dom 15.11.2020,Asegura que no se soportará más ajuste.,"""No hay una relación fluida con el Presidente, se quejó un poderoso líder sindical",,https://www.clarin.com/economia/-relacion-fluida-presidente-quejo-poderoso-lider-sindical_0_wUn55svIT.html
255,Dom 15.11.2020,Tras positivo en el FMI.,Martín Guzmán y Sergio Massa dieron negativo al test de coronavirus,,https://www.clarin.com/economia/martin-guzman-dio-negativo-test-coronavirus_0_x1PB9Hh0P.html
256,Dom 15.11.2020,Confirmación desde el organismo.,FMI: un integrante de la misión en la Argentina dio positivo de coronavirus,,https://www.clarin.com/economia/fmi-integrante-mision-argentina-dio-positivo-coronavirus_0_mtwQ2hre2.html
257,Dom 15.11.2020,Opinión.,"Dólar, tasas y emisión monetaria: un equilibrio inestable y atado con alambre",,https://www.clarin.com/economia/dolar-tasas-emision-monetaria-equilibrio-inestable-atado-alambre_0_iansOV-b8.html
258,Dom 15.11.2020,Entretelas de la política.,Turbulencias que llegan desde el Norte,,https://www.clarin.com/economia/turbulencias-llegan-norte_0_nsX5QR9ub.html
259,Dom 15.11.2020,Historia Económica.,Los reiterados fracasos en usar el dólar barato como herramienta contra la inflación,,https://www.clarin.com/economia/dolar-vez-manual-zonceras-argentinas_0_-fSvrMjGE.html
260,Dom 15.11.2020,Bancos en internet.,Crece la oferta de soluciones digitales para pequeños comercios,,https://www.clarin.com/economia/finanzas/crece-oferta-soluciones-digitales-pequenos-comercios_0_-0FOjRSP9.html
261,Dom 15.11.2020,Mirada Global.,Por qué Trump logró 71 millones de votos,,https://www.clarin.com/economia/trump-logro-71-millones-votos_0_GphDfr9ag.html
262,Dom 15.11.2020,Negocios en el deporte.,El magnate del sport business,,https://www.clarin.com/economia/magnate-sport_0_FLpe7P-ML.html
263,Sab 14.11.2020,La economía que viene.,La pregunta es: ¿el FMI ayudará antes o después de la devaluación?,,https://www.clarin.com/economia/pregunta-fmi-ayudara-despues-devaluacion-_0_iz60w9Z8N.html
264,Sab 14.11.2020,Negociaciones.,Dólar: el FMI le pide al Gobierno saber cómo manejará la brecha cambiaria,,https://www.clarin.com/economia/dolar-fmi-pide-gobierno-saber-manejara-brecha-cambiaria_0_nqzsyCm9L.html
265,Sab 14.11.2020,Inflación en ascenso.,"La canasta de alimentos básicos, por las nubes: aumentó 6% en octubre",,https://www.clarin.com/economia/canasta-alimentos-basicos-nubes-aumento-6-octubre_0_zLV255Fqt.html
266,Sab 14.11.2020,Turismo.,PreViaje: postergan la inscripción para viajar en enero y febrero de 2021,,https://www.clarin.com/economia/previaje-postergan-inscripcion-viajar-enero-febrero-2021_0_8xz5Exefs.html
267,Sab 14.11.2020,Recursos Humanos.,Qué pasará con las fiestas de fin de año en las empresas,,https://www.clarin.com/economia/pasara-fiestas-fin-ano-empresas_0_txyT-vBhb.html
268,Sab 14.11.2020,Foco Económico.,Suba de tasas y recorte del gasto: ¿funcionará esta vez?,,https://www.clarin.com/economia/suba-tasas-recorte-gasto-funcionara-vez-_0_IYAes3xhg.html
269,Sab 14.11.2020,Relevamiento privado.,"En octubre, el consumo cayó 2% y hubo solo dos rubros que crecieron",,https://www.clarin.com/economia/octubre-consumo-cayo-2-solo-rubros-crecieron_0_p35Y7lJtB.html
270,Sab 14.11.2020,Contra el desempleo.,"Para el ministro de Trabajo, ""el empleo depende de la actividad económica y no tanto de las normas laborales""",,https://www.clarin.com/economia/ministro-trabajo-empleo-depende-actividad-economica-normas-laborales-_0_Q-KDEPEVt.html
271,Sab 14.11.2020,Cálculos.,Jubilados: qué puede pasar con los aumentos en 2021,,https://www.clarin.com/economia/jubilados-puede-pasar-aumentos-2021_0_Z2M9RlqPv.html
272,Sab 14.11.2020,Recursos Humanos.,"Protocolos, etapas y mix con lo virtual: cómo será la vuelta trabajo",,https://www.clarin.com/economia/protocolos-etapas-mix-virtual-vuelta-trabajo_0_Wu_I_Lc_U.html
273,Vie 13.11.2020,Bonaerenses.,Encuentro para poner en valor los puertos para potenciar economías regionales,,https://www.clarin.com/economia/empresas-y-negocios/encuentro-poner-valor-puertos-potenciar-economias-regionales_0_W-DluaEW-.html
274,Vie 13.11.2020,Inversiones.,Alberto Fernández dijo que se financiarán US$ 500 millones en proyectos de desarrollo sostenible,,https://www.clarin.com/economia/alberto-fernandez-dijo-financiaran-us-500-millones-proyectos-desarrollo-sostenible_0_edHQ5ehHH.html
275,Vie 13.11.2020,Previsiones de los economistas.,"Por la brecha y las expectativas en el dólar, ven un piso de 3% para la inflación hasta fin de año",,https://www.clarin.com/economia/brecha-expectativas-dolar-ven-piso-3-inflacion-fin-ano_0_ONydNlBBZ.html
276,Vie 13.11.2020,Exportaciones.,China suspende a un frigorífico argentino tras detectar rastros de covid en el empaque de la carne,,https://www.clarin.com/rural/china-suspende-frigorifico-argentino-detectar-rastros-covid-empaque-carne_0_f-NMI0j3G.html
277,Vie 13.11.2020,$9.400 mensuales.,Potenciar Trabajo: cómo inscribirse al programa de empleo que busca reemplazar al IFE,,https://www.clarin.com/economia/potenciar-trabajo-inscribirse-programa-empleo-busca-reemplazar-ife_0_UwmNU4V0s.html
278,Vie 13.11.2020,El rumbo económico.,Martín Guzmán se sacó una foto con Miguel Ángel Pesce en medio de tensiones entre Economía y el Banco Central,,https://www.clarin.com/economia/martin-guzman-saco-foto-miguel-angel-pesce-medio-tensiones-economia-banco-central_0_rK8zQlZEg.html
279,Vie 13.11.2020,En medio de la pandemia.,Aysa le compró a YPF un edificio por US$ 30 millones,,https://www.clarin.com/economia/aysa-compro-ypf-edificio-us-30-millones_0_YPbJEQyCC.html
280,Vie 13.11.2020,Mercado cambiario.,Otra vez al alza: el dólar blue subió $ 23 en tres días y cerró la semana en $ 172,,https://www.clarin.com/economia/dolar-blue-dispara-sube-pesos-llega-174_0_ansRy2fuH.html
281,Vie 13.11.2020,Proyecto de ley.,"Con la nueva fórmula, el jubilado no podrá sacar provecho de los aumentos salariales ni del crecimiento de la economía",,https://www.clarin.com/economia/nueva-formula-jubilado-siempre-pierde-podra-sacar-provecho-aumentos-salariales-recaudacion_0_l_ONY0waZ.html
282,Vie 13.11.2020,Datos oficiales.,Alquileres: el aumento de los precios se aceleró en el tercer trimestre y superó a la inflación,,https://www.clarin.com/economia/alquileres-aumento-precios-acelero-tercer-trimestre-supero-inflacion_0_nlWjOclTY.html
283,Vie 13.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este viernes 13 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-viernes-13-noviembre_0_H46prpxI3.html
284,Vie 13.11.2020,Cambios en la asistencia.,"Tras limitar el ATP, vuelve el Repro, un subsidio de Cristina Kirchner para pagar parte del sueldo de trabajadores",,https://www.clarin.com/economia/limitar-atp-gobierno-reedita-repro-pagar-parte-sueldo-trabajadores_0_MEC9xxD0j.html
285,Vie 13.11.2020,Nuevo directorio.,Vicentin: buscan convertir a los acreedores en accionistas y sumar un socio nacional,,https://www.clarin.com/rural/vicentin-dicen-pagos-deuda-limitaran-pesificacion-judicial-_0_TMQXgwAdC.html
286,Vie 13.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este viernes 13 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-viernes-13-noviembre_0_EknNFA_h2.html
287,Vie 13.11.2020,Normas del Banco Central.,Cómo son las nuevas regulaciones que deberán cumplir las empresas Fintech,,https://www.clarin.com/economia/nuevas-regulaciones-deberan-cumplir-empresas-fintech_0_hwikVIGw8.html
288,Vie 13.11.2020,Ayuda en la cuarentena.,"Con el IFE 4 fuera de juego, el Gobierno duplicará la tarjeta Alimentar y analiza dar un bono en diciembre",,https://www.clarin.com/economia/ife-4-juego-gobierno-duplicara-tarjeta-alimentar-analiza-dar-bono-diciembre_0_s-GLAspad.html
289,Vie 13.11.2020,Debate en el Congreso.,Etiquetado frontal de alimentos: la industria pide una regulación pareja a nivel regional,,https://www.clarin.com/economia/etiquetado-frontal-alimentos-industria-pide-regulacion-pareja-nivel-regional_0_d27fpl5dy.html
290,Jue 12.11.2020,,"Qué dicen los artículos que generan más fondos para Transporte y Aysa, dos áreas ligadas al massismo",,https://www.clarin.com/economia/dicen-articulos-generan-fondos-transporte-aysa-areas-ligadas-massismo_0_FLGx3nOxX.html
291,Jue 12.11.2020,Frente financiero.,Martín Guzmán busca despejar pagos con Fondo Monetario hasta al menos 2025,,https://www.clarin.com/economia/martin-guzman-busca-despejar-pagos-fondo-monetario-2025_0_XPSwEWroz.html
292,Jue 12.11.2020,No soportó la cuarentena.,Crisis en la industria aérea: la aerolínea argentina Flyest inició el proceso de quiebra,,https://www.clarin.com/economia/crisis-industria-aerea-aerolinea-argentina-flyest-inicio-proceso-quiebra_0_ieqo5-jIq.html
293,Jue 12.11.2020,Desde la semana próxima.,"JetSmart vuelve a hacer vuelos de cabotaje, desde Ezeiza",,https://www.clarin.com/economia/jetsmart-vuelve-hacer-vuelos-cabotaje-ezeiza_0_hhJ-FF7YF.html
294,Jue 12.11.2020,Análisis.,Inflación: por qué octubre fue la más alta del año y hacia adelante el panorama se agrava,,https://www.clarin.com/economia/inflacion-octubre-alta-ano-adelante-panorama-agrava_0_6NNxCQDjd.html
295,Jue 12.11.2020,"Para analistas, no alcanza.",Se disparó la inflación y el Banco Central subió las tasas de interés: para plazos fijos la elevó a  37%,,https://www.clarin.com/economia/mayor-inflacion-banco-central-sube-tasas-interes-plazos-fijos-elevo-37-_0_TJO_qRs4V.html
296,Jue 12.11.2020,La crisis económica.,"Por el salto en el dólar y la ropa, la inflación de octubre fue la más alta del año: 3,8%",,https://www.clarin.com/economia/octubre-inflacion-avanzo-3-8-registro-mayor-salto-instalo-crisis-coronavirus_0_DgVhyl2oL.html
297,Jue 12.11.2020,Movilidad.,Jubilados: la comisión bicameral dio dictamen a la nueva fórmula previsional,,https://www.clarin.com/economia/jubilados-comision-bicameral-dio-dictamen-nueva-formula-previsional_0_eEzD_W5o5.html
298,Jue 12.11.2020,Shopping virtual.,"Lanzan DHL eShop, una app para comprar en Amazon, Apple, Gap y otras 100 tiendas de Estados Unidos",,https://www.clarin.com/economia/lanzan-app-comprar-100-tiendas-unidos_0_Ny8eW93Al.html
299,Jue 12.11.2020,Ganadería.,China informó que encontró coronavirus en un empaque de carne vacuna argentina,,https://www.clarin.com/rural/china-informo-encontro-coronavirus-cargamento-carne-vacuna-argentina_0_gRiW6gK90.html
300,Jue 12.11.2020,Tensión en el Congreso.,"En vivo: el Senado debate el Presupuesto 2021, que volverá a Diputados",,https://www.clarin.com/politica/arranca-debate-presupuesto-senado-tension-impuestos-introdujo-sergio-massa_0_lFAb1fv3j.html
301,Jue 12.11.2020,Detalles de sus planes.,"YPF: poca inversión, financiamiento local y aumentos al ritmo del dólar",,https://www.clarin.com/economia/ypf-poca-inversion--financiamiento-local-aumentos-ritmo-dolar_0_EbXHWypgP.html
302,Jue 12.11.2020,Nueva ley de movilidad.,"Jubilados: ""si la Argentina no crece no hay fórmula de la Coca-Cola que pueda salvar a nadie"", dijo Raverta",,https://www.clarin.com/economia/jubilados-argentina-crece-formula-coca-cola-pueda-salvar-nadie-dijo-raverta_0_7D7oSingR.html
303,Jue 12.11.2020,Mercado cambiario.,El dólar blue subió por segundo día consecutivo y llegó a $ 167,,https://www.clarin.com/economia/dolar-blue-sube-segundo-dia-consecutivo-llega-164_0_HwLUo7A_a.html
304,Jue 12.11.2020,Mercado inmobiliario.,Inmuebles: la baja de precios en los departamentos desde el pozo empieza a mover la demanda,,https://www.clarin.com/economia/inmuebles-baja-precios-departamentos-pozo-empieza-mover-demanda_0_8qEZ6X2IY.html
305,Jue 12.11.2020,Resolución oficial.,Guiño a las empresas: el Gobierno saca productos del plan Precios Máximos y permite aumentos,,https://www.clarin.com/economia/guino-empresas-gobierno-saca-productos-plan-precios-maximos-permite-aumentos_0_cAVj3eEw-.html
306,Jue 12.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este jueves 12 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-jueves-12-noviembre_0_gz1jsQLUG-.html
307,Jue 12.11.2020,Sube 27% en un año.,La soja llegó a US$ 420 y dejará U$S 2.700 millones más pese a que se prevé una menor producción,,https://www.clarin.com/rural/soja-llego-us-420-dejara-s-2-700-millones-pese-preve-menor-produccion_0_KA6A1r4go.html
308,Jue 12.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este jueves 12 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-jueves-12-noviembre_0_WOMuPA6zz.html
309,Jue 12.11.2020,Línea aérea estatal.,Aerolíneas: los gremios aeronáuticos piden aumento de sueldos,,https://www.clarin.com/economia/aerolineas-gremios-aeronauticos-piden-aumento-sueldos_0_ShLxJwvPp.html
310,Jue 12.11.2020,Cambios.,Jubilados: la nueva fórmula de aumentos tendrá un techo pero el Gobierno no garantizará un piso mínimo,,https://www.clarin.com/economia/jubilaciones-nueva-formula-aumentos-techo-gobierno-garantizara-piso-minimo_0_jF-k7eYsh-.html
311,Jue 12.11.2020,Usuarios del BBVA.,Compras con tarjeta: vuelven a niveles prepandemia pero la gente gasta en otras cosas,,https://www.clarin.com/economia/compras-tarjeta-vuelven-niveles-prepandemia-gente-gasta-cosas_0_f1_Z_aw3-.html
312,Mie 11.11.2020,En Bahia Blanca.,Más $80 millones para fortalecer la red de distribución eléctrica en verano,,https://www.clarin.com/economia/empresas-y-negocios/80-millones-fortalecer-red-distribucion-electrica-verano_0_E0UEJ5UeD.html
313,Mie 11.11.2020,Menos ayuda social.,"Martín Guzmán confirmó que no habrá IFE 4: ""Hoy no es el momento""",,https://www.clarin.com/economia/martin-guzman-confirmo-ife-4-hoy-momento-_0_PaNcs4w5t.html
314,Mie 11.11.2020,Deuda en pesos.,"Guzmán consiguió $ 70.557 millones en el mercado, por debajo de lo que buscaba",,https://www.clarin.com/economia/guzman-consiguio-70-557-millones-mercado-debajo-buscaba_0_6wXJFae_p.html
315,Mie 11.11.2020,Frente financiero.,La ciudad de Córdoba logró refinanciar una deuda de US$ 150 millones,,https://www.clarin.com/economia/ciudad-cordoba-logro-refinanciar-deuda-us-150-millones_0_hUe1kcL-N.html
316,Mie 11.11.2020,Segundo día de la misión.,"La brecha del dólar y retenciones, los temas en la mesa entre la Sociedad Rural y el FMI",,https://www.clarin.com/economia/brecha-dolar-retenciones-temas-mesa-sociedad-rural-fmi_0_63cAKnnSv.html
317,Mie 11.11.2020,Hay 500 empleos en peligro.,Estudian un plan de salvataje para evitar el cierre del Parque de la Costa,,https://www.clarin.com/economia/parque-costa-cierre-definitivo-estatizacion_0_tMQwk0XxB.html
318,Mie 11.11.2020,Pólizas con topes.,"Seguros para autos: alertan que por la desactualización de las coberturas, corre riesgo el bolsillo del asegurado",,https://www.clarin.com/economia/seguros-autos-alertan-desactualizacion-coberturas-corre-riesgo-bolsillo-asegurado_0_0VZAxFCPi.html
319,Mie 11.11.2020,Peligra el centro de atracciones.,Trabajadores del Parque de la Costa protestaron en Tigre contra el posible cierre,,https://www.clarin.com/economia/trabajadores-parque-costa-protestaron-tigre-posible-cierre_0__kLL_We8V.html
320,Mie 11.11.2020,Negocios internacionales.,Un fondo árabe entra en una de las mayores cerealeras del mundo,,https://www.clarin.com/economia/fondo-arabe-entra-mayores-cerealeras-mundo_0_o_YTTOlzJ.html
321,Mie 11.11.2020,Mercado cambiario.,Después de tres semanas se cortó la baja del dólar blue: subió 13 pesos y llegó a los $ 162,,https://www.clarin.com/economia/varios-dias-baja-dolar-blue-rebota-sube-155_0_P9fHMqXNG.html
322,Mie 11.11.2020,Emisión monetaria.,"Por la demanda de fin de año, el Gobierno importará de España billetes de $ 1.000 más caros",,https://www.clarin.com/economia/demanda-fin-ano-gobierno-importara-espana-billetes-1-000-caros_0_sxR3c5Xba.html
323,Mie 11.11.2020,Hoy aporta $2.630 a cada salario..,El Gobierno quiere replantear el Fondo de Incentivo Docente,,https://www.clarin.com/economia/autos-gobierno-quiere-restablecer-impuesto-fondo-docente_0_QKnSGZlVr.html
324,Mie 11.11.2020,Mercados.,El valor de la soja sigue en alza y roza los 420 dólares en Chicago,,https://www.clarin.com/rural/valor-soja-sigue-alza-roza-420-dolares-chicago_0_yq_9VDb9O.html
325,Mie 11.11.2020,Sector en crisis.,Biocombustibles: otra planta  paralizó la producción y suspendió a 160 empleados,,https://www.clarin.com/rural/biocombustibles-planta--paralizo-produccion-suspendio-160-empleados_0_X8vRcJ2Vk.html
326,Mie 11.11.2020,Proyecto oficial.,La nueva fórmula reduce los aumentos futuros de las jubilaciones,,https://www.clarin.com/economia/jubilados-nueva-formula-reduce-componente-salarial-futuros-aumentos_0_1rOWtKpZo.html
327,Mie 11.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este miércoles 11 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-miercoles-11-noviembre_0_QT3FlACgI.html
328,Mie 11.11.2020,Agroindustria.,La Bolsa de Comercio de Rosario aceptó la renuncia de Vicentin,,https://www.clarin.com/rural/bolsa-comercio-rosario-acepto-renuncia-vicentin-continuara-sumario-disciplinario_0_eyEZDZ-Ry.html
329,Mie 11.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este miércoles 11 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-miercoles-11-noviembre_0_zPKYHCayI.html
330,Mie 11.11.2020,Informe del Banco Central.,"La pandemia y el IFE impulsaron la bancarización: se abrieron 4,8 millones de nuevas cuentas",,https://www.clarin.com/economia/pandemia-ife-impulsaron-bancarizacion-abrieron-4-8-millones-nuevas-cuentas_0_fLLxM9aTe.html
331,Mie 11.11.2020,Demanda récord.,Bicicletas: la mayor marca europea ensamblará sus modelos en el país,,https://www.clarin.com/economia/bicicletas-mayor-marca-europea-ensamblara-modelos-pais_0_VMFzO5C50.html
332,Mie 11.11.2020,Filial argentina.,El derrumbe de PDVSA en Argentina: de querer comprar Shell y Esso a no poder pagar sueldos ni la factura de luz,,https://www.clarin.com/economia/derrumbe-pdvsa-argentina-querer-comprar-shell-esso-poder-pagar-sueldos-factura-luz_0_daCeOh_dT.html
333,Mie 11.11.2020,La recuperación económica.,Casi el 40% de los comercios todavía trabaja de manera parcial,,https://www.clarin.com/economia/40-comercios-todavia-completamente-operativo_0_Nb4K2sJMu.html
334,Mar 10.11.2020,Negociación.,"Dólar, tarifas y jubilaciones, los ejes de la dura negociación que Argentina inicia con el FMI",,https://www.clarin.com/economia/dolar-tarifas-jubilaciones-temas-agenda-gobierno-mision-fmi_0_vfhjxPMKl.html
335,Mar 10.11.2020,Petrolera estatal.,YPF perdió US$ 482 millones en el tercer trimestre,,https://www.clarin.com/economia/ypf-perdio-us-482-millones-tercer-trimestre_0_ojiL_8Ymf.html
336,Mar 10.11.2020,Foco Económico.,"El plan-relato que Martín Guzmán se puso al hombro, con el dólar y las jubilaciones en el medio",,https://www.clarin.com/economia/corrida-dolar-fmi-abonaron-relato-guzman_0_Rvj2v_767.html
337,Mar 10.11.2020,Seminario Internacional de Líderes.,"Los empresarios reclaman reglas claras, incentivos fiscales y más inversión en educación",,https://www.clarin.com/economia/empresarios-reclaman-reglas-claras-incentivos-fiscales-inversion-educacion_0_Mrf_-EPlm.html
338,Mar 10.11.2020,Reestructuración.,Genneia sale a buscar dólares con una Obligación Negociable a dos años y un cupón del 12%,,https://www.clarin.com/economia/genneia-sale-buscar-dolares-obligacion-negociable-anos-cupon-12-_0_0MeWcmk3t.html
339,Mar 10.11.2020,El último antes de la nueva fórmula.,Jubilaciones: el aumento de diciembre será por decreto y sería de entre 6% y 7%,,https://www.clarin.com/economia/jubilaciones-aumento-diciembre-decreto-rondaria-6-_0_k4YhFxzpc.html
340,Mar 10.11.2020,Mercados.,"Tras el informe del USDA, se disparó el precio de la soja en Chicago y alcanzó el máximo en casi cuatro años y medio",,https://www.clarin.com/rural/informe-usda-dispara-precio-soja-chicago-alcanza-maximo-anos-medio_0_UUCK9kqSX.html
341,Mar 10.11.2020,Seminario internacional.,"Paolo Rocca: ""Para alcanzar el desarrollo industrial se necesita confianza y solidez en las políticas de los países""",,https://www.clarin.com/economia/paolo-rocca-alcanzar-desarrollo-industrial-necesita-confianza-solidez-politicas-paises-_0_8iG3YupSa.html
342,Mar 10.11.2020,Peligra el centro de atracciones.,"El Parque de la Costa, a punto de cerrar sus puertas por la crisis y la cuarentena",,https://www.clarin.com/economia/parque-costa-punto-cerrar-puertas-crisis-cuarentena_0_UBHps2pmk.html
343,Mar 10.11.2020,Encuesta.,Salarios: cuáles son los sectores que recibirán los aumentos más altos este año,,https://www.clarin.com/economia/salarios-sectores-recibiran-aumentos-altos-ano_0_eZG1ne8VS.html
344,Mar 10.11.2020,En medio de la crisis.,"Qué pasará con el IFE 4: el Gobierno aún ""maneja alternativas"" y apunta ""a dos sectores muy críticos""",,https://www.clarin.com/economia/pasara-ife-4-gobierno-maneja-alternativas-apunta-sectores-criticos-_0_kEpICXqlw.html
345,Mar 10.11.2020,Mercado cambiario.,El dólar blue cayó a $ 149 y está a tres pesos del contado con liqui,,https://www.clarin.com/economia/dolar-blue-cae-debajo-150-pone-par-contado-liqui_0_3kIicUWbf.html
346,Mar 10.11.2020,Se desinflan los dólares paralelos.,Dólar blue por debajo de los $ 150: ¿cuál es el piso al que puede llegar?,,https://www.clarin.com/economia/dolar-blue-debajo-150-piso-puede-llegar-_0_WTrkGRv_P.html
347,Mar 10.11.2020,Puja por los precios.,"Los datos privados confirman la aceleración de la inflación en octubre: 3,4%",,https://www.clarin.com/economia/datos-privados-confirman-aceleracion-inflacion-octubre-3-4-_0_NVNAP2dvt.html
348,Mar 10.11.2020,,"Para enfriar el dólar ""contado con liqui"", Martín Guzmán aceptó emitir deuda en dólares a una tasa del 16,99%",,https://www.clarin.com/economia/enfriar-dolar-contado-liqui-martin-guzman-acepto-emitir-deuda-dolares-16-99-_0_PsmgL8ABU.html
349,Mar 10.11.2020,Tendencia mundial.,"McDonald's lanzará ""McPlant"", su propia hamburguesa a base de plantas",,https://www.clarin.com/economia/mcdonald-s-lanzara-mcplant-propia-hamburguesa-base-plantas_0_lir78_cdn.html
350,Mar 10.11.2020,Informe de Came.,"Desde que salió del campo, la manzana roja se pagó casi 13 veces más en las góndolas durante octubre",,https://www.clarin.com/rural/salio-campo-manzana-roja-pago-13-veces-gondolas-octubre_0_GTn_zoOjb.html
351,Mar 10.11.2020,Proyecto de ley.,Jubilaciones: las claves de la nueva fórmula de ajuste que propone el Gobierno,,https://www.clarin.com/economia/jubilaciones-claves-nueva-formula-aumento-propone-gobierno_0_Xjv6Sao5h.html
352,Mar 10.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este martes 10 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-martes-10-noviembre_0_cNKWEWI-k.html
353,Mar 10.11.2020,Negociación con Washington.,Cinco señales del Gobierno en la alfombra roja que recibe hoy al FMI,,https://www.clarin.com/economia/senales-gobierno-alfombra-roja-recibe-hoy-fmi_0_ufRQuFZI0.html
354,Mar 10.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este martes 10 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-martes-10-noviembre_0_Z6w48Wwsj.html
